customer_id,age,income,credit_score,employment_type,city,loan_amount,tenure_months,interest_rate,days_late,default_flag
1427,32,53928,835,Salaried,Kinghaven,290912,48,11.68,2,0
1428,56,125283,806,Student,Martintown,365820,24,24.93,54,0
1429,52,36740,461,Salaried,New Josephland,287507,24,26.45,32,1
1430,27,50549,785,Salaried,Kyleton,361663,12,12.45,20,0
1431,44,40038,487,Business,Blanchardberg,82201,6,22.27,81,1
1432,44,138695,398,Student,Leburgh,215706,24,12.84,68,1
1433,44,94745,448,Salaried,Knightshire,457266,6,23.13,14,0
1434,48,50188,518,Freelancer,South Geraldberg,203098,12,19.24,22,0
1435,39,68116,595,Business,Port Johnhaven,180226,48,12.56,0,0
1436,48,24937,748,Student,New Katherinestad,458566,6,18.41,63,0
1437,42,129422,371,Salaried,Greenville,85825,12,15.99,12,0
1438,57,134943,809,Salaried,North Briannaburgh,93254,6,22.02,45,0
1439,42,94037,793,Student,East Kelly,357909,12,20.82,33,0
1440,38,128073,542,Salaried,Heatherburgh,438648,24,19.58,67,1
1441,40,81505,449,Salaried,South Lisa,340517,36,25.17,58,1
1442,37,27892,735,Student,North Heatherburgh,359872,36,23.82,80,0
1443,26,43429,389,Salaried,Lake Traceybury,473506,36,16.54,19,0
1444,30,126354,542,Freelancer,Port Patrickbury,495025,6,21.84,57,1
1445,29,21776,570,Business,Bennettburgh,224938,6,27.76,34,0
1446,36,68995,480,Student,East Kimberlymouth,413540,24,11.34,55,1
1447,27,71225,322,Student,Clarkstad,161265,36,15.58,66,1
1448,53,104774,701,Freelancer,Lake Katie,31982,36,20.86,37,0
1449,40,120184,528,Student,South Tammy,325300,48,11.03,20,0
1450,54,80944,748,Salaried,Cheyenneberg,81590,48,15.48,78,0
1451,28,70968,607,Freelancer,Floydbury,158023,6,13.04,4,0
1452,33,40037,345,Student,South Beverly,30570,24,21.6,63,1
1453,22,113419,548,Freelancer,Halltown,216855,36,18.95,82,1
1454,42,30466,381,Salaried,North Audreyview,334148,24,12.16,52,1
1455,53,29510,823,Freelancer,Wallacetown,261075,24,21.77,46,0
1456,36,111531,694,Business,Kimberlychester,311050,36,24.56,75,0
1457,25,135258,364,Salaried,Taylorberg,235979,6,25.32,50,1
1458,29,64001,756,Student,Michelleburgh,437899,24,17.64,71,0
1459,40,121695,422,Business,Atkinsfort,345971,36,27.49,43,1
1460,59,138590,696,Business,Wolfemouth,76334,48,27.57,21,0
1461,59,115948,701,Student,South Kevin,279500,12,25.08,74,0
1462,34,65031,605,Salaried,Jennifershire,418177,6,13.58,56,0
1463,51,132537,504,Business,West Jamesland,32702,24,14.26,29,0
1464,42,125237,562,Student,New Kimberlyburgh,453292,48,10.8,80,0
1465,56,59775,558,Salaried,Brownhaven,139955,6,21.04,51,0
1466,52,72995,832,Student,New Johnnyburgh,28261,6,25.21,68,0
1467,45,136159,599,Business,Harrellshire,377110,48,10.97,20,0
1468,29,57730,593,Salaried,West Laurenbury,23964,6,15.44,51,0
1469,28,118159,470,Student,Johnview,490737,24,19.21,29,0
1470,48,34323,839,Freelancer,New Zacharyport,227263,24,22.11,41,0
1471,37,117937,590,Freelancer,Saraborough,38511,6,19.56,61,0
1472,38,33730,751,Student,New Danielville,51095,48,10.86,61,0
1473,46,111354,438,Freelancer,West Janetmouth,54699,6,21.51,12,0
1474,58,131991,790,Freelancer,New Laurahaven,469558,48,22.56,35,0
1475,49,135290,320,Salaried,Lake Tonyville,38754,6,20.22,66,1
1476,25,86029,618,Student,Julieborough,177899,24,14.92,86,0
1477,53,135543,571,Freelancer,South Allisonport,222009,36,15.81,79,0
1478,48,53730,314,Salaried,Patricialand,345486,6,27.98,31,1
1479,55,96149,551,Salaried,Port Jennifer,260470,48,18.36,2,0
1480,55,19660,513,Business,South William,444929,6,16.67,86,1
1481,39,39183,376,Business,Lopezshire,341525,48,17.34,83,1
1482,22,35016,860,Student,North Terry,496308,48,11.57,84,0
1483,34,125742,648,Salaried,South Nicholasmouth,203418,48,25.14,10,0
1484,29,44204,869,Business,Morganchester,159474,36,15.55,86,0
1485,51,42066,340,Salaried,East Chelsey,241938,48,24.73,16,0
1486,40,110932,714,Freelancer,Hortonview,442214,6,27.51,23,0
1487,25,135372,509,Business,Williamsville,76717,12,17.03,62,1
1488,21,44911,505,Student,Mackenzieton,457769,24,22.91,55,1
1489,28,20505,329,Freelancer,West Jonathan,333296,36,26.93,72,1
1490,52,56487,461,Business,Port Johnland,130859,12,17.43,54,1
1491,32,96794,326,Salaried,Jenniferport,404388,36,20.31,48,1
1492,31,46147,363,Freelancer,Lake John,229927,24,10.9,27,0
1493,54,135098,590,Salaried,South Erinside,101181,24,14.26,89,0
1494,26,70518,378,Student,Tonyaview,389363,12,26.38,88,1
1495,23,48548,575,Salaried,Michaelland,254849,36,14.76,19,0
1496,52,74708,309,Student,New Justin,442617,36,15.31,61,1
1497,54,89195,324,Salaried,North Jessicaport,386533,36,20.6,53,1
1498,46,123548,353,Business,Cindyfurt,32804,48,13.28,38,1
1499,22,49596,305,Student,Madisonbury,288827,24,23.81,60,1
1500,31,65887,506,Salaried,Josephton,407797,48,25.95,71,1
1501,49,45930,755,Student,Joshuatown,154049,12,19.35,58,0
1502,27,135663,443,Salaried,North Paula,395233,48,22.52,62,1
1503,30,149370,361,Salaried,Alejandromouth,43680,24,13.69,7,0
1504,34,87602,658,Student,Sallyfurt,222503,36,15.15,37,0
1505,56,28816,694,Business,West Juliaside,433301,48,20.77,45,0
1506,56,110874,555,Business,New Tara,210939,36,22.85,3,0
1507,45,109285,765,Freelancer,Port Stephanieberg,434815,6,27.28,41,0
1508,24,15479,789,Student,South Jeffrey,273212,48,11.94,0,0
1509,51,32849,680,Freelancer,West Joan,420817,36,24.0,26,0
1510,27,147710,674,Business,Laceyport,48743,12,15.28,17,0
1511,26,70600,422,Salaried,Williamsstad,60511,48,24.6,44,1
1512,57,27009,887,Freelancer,Milesberg,32747,12,20.23,12,0
1513,39,19216,397,Freelancer,Randytown,186790,48,14.13,28,0
1514,42,122693,393,Business,Alexanderside,127576,36,18.68,0,0
1515,25,78096,662,Salaried,East Jennifer,158203,48,21.58,7,0
1516,31,71950,588,Student,Christyfurt,164396,48,20.02,11,0
1517,47,99064,752,Business,New Thomasmouth,300108,6,23.57,87,0
1518,45,53671,768,Salaried,North Brittany,229625,48,24.15,76,0
1519,21,100409,310,Salaried,South Elizabethstad,363194,12,10.7,16,0
1520,56,148023,777,Business,West Valerie,266466,48,13.13,16,0
1521,40,135306,435,Freelancer,Johnville,125539,24,25.76,56,1
1522,45,69418,544,Salaried,East Michael,241030,36,22.33,57,1
1523,37,42777,765,Freelancer,Hughestown,235710,48,23.05,50,0
1524,39,106183,512,Business,Samuelstad,302382,6,14.81,32,1
1525,50,132752,728,Student,Riceville,418152,6,13.25,67,0
1526,56,89547,565,Salaried,Brianfort,31837,6,11.45,12,0
1527,24,140788,771,Freelancer,New Debraborough,395803,12,26.63,75,0
1528,49,102573,733,Business,Port Richardview,42656,6,11.03,40,0
1529,56,134789,406,Freelancer,Kevinhaven,366704,24,10.29,38,1
1530,38,73941,533,Freelancer,South Danielle,406889,36,27.83,68,1
1531,42,142297,425,Student,Jeremyborough,396861,24,20.39,36,1
1532,47,108367,469,Salaried,South Claytonborough,378798,48,26.18,22,0
1533,39,96893,846,Salaried,Millerborough,224563,12,27.96,66,0
1534,45,31113,470,Student,West Diane,41473,24,26.19,82,1
1535,55,26295,326,Student,Garciaside,97936,24,22.75,38,1
1536,38,141996,822,Salaried,Davidfurt,75118,6,14.83,40,0
1537,34,50519,804,Salaried,East Cindyborough,66399,6,14.82,89,0
1538,39,37100,360,Salaried,Savannahchester,95210,48,10.47,83,1
1539,37,103353,710,Student,Tinafort,397232,36,26.89,55,0
1540,42,135373,452,Student,Joshuaborough,210197,36,22.3,54,1
1541,26,145526,489,Salaried,Shellyton,258790,12,19.98,36,1
1542,48,45021,526,Salaried,South Davidville,325273,36,13.04,42,1
1543,43,62545,639,Freelancer,South Gary,400903,6,15.31,31,0
1544,43,31646,841,Student,Tonishire,437946,36,11.04,81,0
1545,24,80081,588,Freelancer,North Carl,426418,48,14.83,38,0
1546,26,146057,744,Freelancer,West Kylebury,457472,6,22.56,82,0
1547,55,47197,829,Salaried,North Andrealand,77093,12,18.22,18,0
1548,45,80736,419,Business,West Jonathan,19962,36,25.08,82,1
1549,48,114016,360,Student,East Robert,250642,12,17.0,40,1
1550,27,142376,529,Salaried,Port Elizabeth,257830,48,22.48,45,1
1551,57,146816,554,Freelancer,Millerbury,88480,24,19.57,88,0
1552,56,43117,616,Freelancer,Austinberg,254049,48,10.73,82,0
1553,57,55724,361,Business,Lake Ricky,17065,48,27.36,14,0
1554,39,96968,805,Freelancer,Patrickland,218691,24,21.24,89,0
1555,51,143010,489,Salaried,Garyview,392824,6,12.17,28,0
1556,47,65924,548,Student,East Crystalhaven,147932,12,16.88,30,0
1557,57,107371,634,Student,Colleenshire,32912,12,17.89,33,0
1558,21,120037,722,Business,East Tamaraville,244461,6,24.88,75,0
1559,52,31736,432,Student,Nicolemouth,411761,12,13.86,44,1
1560,22,103891,686,Business,Port Patrick,162218,36,25.29,19,0
1561,48,39495,554,Freelancer,Garrettmouth,401774,6,11.08,27,0
1562,47,23585,491,Student,North Jonathan,155184,48,21.69,70,1
1563,25,112408,856,Salaried,New Gary,212160,12,23.88,76,0
1564,58,130366,678,Business,Roseville,156537,36,12.51,70,0
1565,32,115395,771,Business,East Rachel,343706,48,10.95,35,0
1566,27,128947,547,Student,North Melissa,77660,24,23.18,18,0
1567,47,113804,544,Freelancer,Deannatown,441920,12,12.8,8,0
1568,24,117394,492,Salaried,North Alyssaport,167941,6,22.28,33,1
1569,57,118265,356,Student,New Duane,327995,36,26.59,61,1
1570,42,124344,527,Business,Armstrongberg,130522,6,22.25,45,1
1571,29,62275,552,Freelancer,Gordonview,409781,6,14.8,81,0
1572,55,29933,362,Salaried,Philipshire,19614,24,16.09,35,1
1573,28,16910,408,Salaried,Port Scott,263108,36,10.27,81,1
1574,42,92326,877,Freelancer,Paynefurt,104597,36,15.23,49,0
1575,42,142207,819,Freelancer,North Dianahaven,207317,6,17.82,5,0
1576,48,131335,887,Freelancer,Martinezchester,132750,48,13.91,18,0
1577,35,32327,399,Business,Dennisfurt,168843,48,27.01,60,1
1578,53,82201,330,Salaried,West Jesseshire,116208,36,21.64,89,1
1579,46,106704,820,Student,Norrisbury,488399,6,22.34,30,0
1580,40,117661,451,Freelancer,East Nicholasborough,447451,12,22.68,30,0
1581,27,98182,706,Salaried,Jessicaberg,65705,36,11.47,43,0
1582,55,105488,469,Business,West Juliestad,495633,12,25.53,61,1
1583,57,122907,307,Salaried,Rayshire,44371,48,16.14,60,1
1584,27,19843,455,Salaried,Seanton,297726,36,19.74,64,1
1585,54,80971,663,Salaried,Lake Cheryl,232258,48,21.67,19,0
1586,56,32335,410,Freelancer,Goldenhaven,435506,12,23.5,31,1
1587,49,144316,390,Student,North Kimberlyhaven,431377,6,22.15,83,1
1588,43,26727,831,Freelancer,Port Frankfurt,373586,12,23.06,84,0
1589,26,60881,564,Salaried,Virginiashire,209179,24,20.04,48,0
1590,27,116833,497,Freelancer,West Mariafurt,314005,12,17.15,47,1
1591,37,86264,643,Student,Stanleyland,369486,12,13.39,31,0
1592,50,98476,771,Salaried,Nicoleshire,199077,48,27.46,74,0
1593,47,31624,726,Student,Alexisland,14294,48,19.12,27,0
1594,22,141535,491,Business,East Jonathan,476908,24,19.63,26,0
1595,36,98975,743,Salaried,Nguyenmouth,234117,36,16.04,34,0
1596,26,56252,734,Business,New Wendybury,150129,12,25.01,12,0
1597,46,19643,401,Business,Christopherview,339477,24,14.51,81,1
1598,42,86375,419,Business,North Leemouth,398325,48,18.47,84,1
1599,35,54834,300,Business,East Williamview,411027,12,15.62,9,0
1600,22,103085,302,Business,West Anna,334892,6,22.39,23,0
1601,33,58811,878,Freelancer,Melendezberg,332929,36,26.74,46,0
1602,55,92429,811,Business,New Abigailchester,276640,48,10.14,5,0
1603,22,126272,760,Freelancer,Carriestad,146539,24,21.02,6,0
1604,48,66166,838,Freelancer,Elizabethmouth,10054,24,17.22,46,0
1605,40,51738,403,Student,West Suzanne,344639,12,20.87,43,1
1606,43,93478,621,Student,Silvaton,165033,24,26.38,33,0
1607,42,32430,612,Freelancer,West Rhonda,58076,12,15.53,11,0
1608,50,146739,524,Freelancer,Spencermouth,401870,24,19.85,36,1
1609,47,119123,496,Business,Allisonmouth,110045,48,10.07,71,1
1610,30,22926,338,Freelancer,New Richardhaven,39710,36,14.91,12,0
1611,41,32145,320,Salaried,Hebertport,179000,6,27.16,68,1
1612,43,33232,561,Student,South Loganborough,317622,6,26.75,76,0
1613,27,93886,638,Salaried,Port Morgan,127855,36,21.25,61,0
1614,26,61008,541,Student,Jameschester,360844,24,20.97,78,1
1615,37,149818,499,Salaried,New Samanthaville,76075,24,24.13,74,1
1616,23,122144,831,Student,Lopezberg,145138,6,22.48,18,0
1617,23,131108,681,Student,Michaelton,209369,6,21.81,72,0
1618,51,125001,885,Student,Kellyshire,220196,12,24.93,11,0
1619,37,126090,503,Student,Emilyfurt,96046,36,19.7,24,0
1620,24,29036,617,Salaried,Dianabury,311134,12,22.04,38,0
1621,54,116362,361,Student,Andersontown,374899,36,14.84,57,1
1622,32,123394,704,Student,New Michaelfurt,474788,24,16.25,2,0
1623,29,41450,304,Business,West Jose,283514,24,13.12,54,1
1624,54,34683,826,Salaried,Ericaberg,489519,24,12.23,48,0
1625,24,70662,322,Freelancer,Yorkmouth,247092,12,17.6,75,1
1626,34,97011,344,Business,Wardshire,207890,48,13.9,8,0
1627,45,109044,787,Business,Port Tonyafurt,228387,48,17.07,9,0
1628,38,76797,413,Freelancer,West Jenniferview,261252,48,17.52,82,1
1629,29,16330,497,Student,Richardmouth,221050,48,22.07,1,0
1630,24,67346,770,Freelancer,North Jeremy,138915,48,21.38,63,0
1631,25,16366,419,Student,Port Steve,229753,6,10.78,43,1
1632,29,37123,580,Business,Joannafort,101335,6,13.12,52,0
1633,58,60762,662,Freelancer,New Richard,47505,36,13.34,46,0
1634,38,45839,795,Business,Randallshire,342078,12,24.58,27,0
1635,42,43819,732,Student,South Jessicaside,143263,24,21.02,38,0
1636,52,114674,316,Salaried,Hernandezfurt,28481,12,21.68,40,1
1637,38,19606,371,Business,West Hannahberg,449839,12,12.22,79,1
1638,32,96194,490,Business,West Patrick,304255,12,22.55,88,1
1639,56,17257,437,Student,Lake Patricia,98272,24,14.84,21,0
1640,23,48271,826,Freelancer,Scottborough,327577,48,21.12,25,0
1641,31,131334,647,Salaried,Ramirezview,77447,6,26.22,84,0
1642,56,104355,855,Freelancer,Ericaport,403152,6,25.92,67,0
1643,38,53543,897,Salaried,Carolland,308024,6,26.07,81,0
1644,21,65685,366,Student,Robertsview,116959,12,27.85,49,1
1645,33,51840,477,Business,West Troy,154458,12,24.13,45,1
1646,49,93151,443,Business,Clarkport,97543,12,25.63,86,1
1647,30,68082,516,Student,East Patricia,380515,36,12.9,14,0
1648,57,83447,628,Business,Port Anne,146815,36,16.28,11,0
1649,44,39745,571,Student,Fishermouth,409795,36,17.01,2,0
1650,31,56936,876,Student,North Marieville,161498,24,20.83,46,0
1651,35,39258,326,Student,East John,360604,36,25.56,77,1
1652,28,102010,540,Business,Lake Normanburgh,70946,6,16.77,67,1
1653,53,62770,316,Salaried,Tammyview,272350,36,26.38,89,1
1654,23,55081,447,Business,West Danielle,286024,24,25.72,10,0
1655,35,88083,898,Freelancer,Emilymouth,427951,12,13.63,54,0
1656,36,132728,547,Salaried,Pughmouth,119241,12,15.06,55,1
1657,42,125866,829,Salaried,Reidborough,53859,36,25.31,16,0
1658,52,97394,649,Salaried,Port Lisaburgh,361767,48,20.27,87,0
1659,34,142193,785,Salaried,North Colleenton,101290,24,22.18,56,0
1660,41,30676,557,Freelancer,Port Joseph,355441,12,22.78,36,0
1661,54,136667,451,Student,Lake Robertmouth,473009,6,13.17,89,1
1662,28,88870,522,Salaried,Williamschester,375410,48,14.96,81,1
1663,22,63239,315,Business,Garyton,467848,36,11.62,22,0
1664,25,48955,550,Freelancer,Lake Michaelbury,251159,24,18.23,22,0
1665,50,36093,507,Salaried,Linside,480726,12,18.39,85,1
1666,25,60519,505,Salaried,Bullockfurt,191695,6,11.11,17,0
1667,35,70384,367,Student,Angelaland,379362,12,24.61,88,1
1668,39,85500,318,Student,Derekshire,174671,24,21.17,0,0
1669,45,137504,809,Salaried,Karenfurt,469097,24,17.6,70,0
1670,36,66526,782,Business,North Jeremy,477119,48,17.97,48,0
1671,21,94268,365,Freelancer,Port Joseberg,468787,48,16.55,12,0
1672,43,146264,860,Salaried,Nguyenborough,34079,48,18.52,51,0
1673,51,45572,498,Business,New Sandraberg,483466,48,18.18,25,0
1674,52,93576,719,Business,Lake Jennifershire,239036,48,16.83,21,0
1675,46,144876,845,Salaried,New Dakota,257569,6,17.65,69,0
1676,53,53179,612,Student,Fletcherhaven,270685,24,14.32,3,0
1677,29,140977,438,Business,Port Thomas,262360,48,13.14,78,1
1678,47,37702,682,Freelancer,Robertport,481127,48,22.64,58,0
1679,54,70224,355,Freelancer,North Samuelshire,41025,36,10.09,55,1
1680,43,57971,506,Salaried,Camposborough,259102,36,21.76,31,1
1681,25,43678,414,Salaried,South Emily,261372,12,27.14,24,0
1682,54,138425,833,Freelancer,Mitchellmouth,70045,48,10.62,47,0
1683,36,111584,316,Salaried,Douglasborough,10003,36,15.62,16,0
1684,42,39735,724,Salaried,South Donna,40660,36,26.15,53,0
1685,48,104937,885,Business,Collinshaven,338157,12,18.35,86,0
1686,56,67616,505,Salaried,Douglastown,372609,36,24.91,3,0
1687,55,114448,642,Business,New Charles,144506,6,15.46,18,0
1688,50,129574,730,Freelancer,Obrienchester,352517,48,13.0,50,0
1689,36,134602,523,Student,Cynthiabury,464449,36,17.52,42,1
1690,30,53695,787,Business,New Paul,418635,6,15.96,53,0
1691,38,98611,326,Student,Wigginschester,50495,48,16.74,51,1
1692,57,56965,824,Business,Lake Walterberg,91722,24,11.16,14,0
1693,26,144452,658,Student,Chenburgh,344596,6,21.97,52,0
1694,43,76887,815,Freelancer,Jennifermouth,421758,12,16.06,39,0
1695,56,42336,798,Freelancer,Copelandport,259908,6,24.85,85,0
1696,48,34339,605,Student,Brookeburgh,64132,24,10.91,81,0
1697,54,64723,373,Student,Nicolemouth,248800,24,22.43,51,1
1698,50,84791,559,Salaried,Ericbury,313448,48,20.12,14,0
1699,27,45397,687,Salaried,Morenoton,303312,48,27.48,73,0
1700,47,148873,500,Business,Chungview,366515,36,25.85,58,1
1701,31,72977,684,Student,Mitchellview,405092,36,17.24,26,0
1702,57,52483,761,Salaried,Andreatown,271794,6,21.21,87,0
1703,35,36745,405,Student,Colemanchester,145843,36,24.79,41,1
1704,27,89373,431,Freelancer,Deborahchester,205566,12,20.51,39,1
1705,23,131979,816,Student,Rodriguezport,49427,48,18.17,64,0
1706,45,38445,489,Business,Gailbury,310143,6,11.61,51,1
1707,51,48758,861,Freelancer,South Michael,279902,24,27.82,42,0
1708,30,128283,748,Business,Williamsfort,294302,6,11.04,82,0
1709,54,114516,744,Business,North Stephenborough,70459,12,10.03,68,0
1710,56,135319,518,Student,Sarafort,42440,36,11.19,72,1
1711,34,137851,565,Freelancer,Port John,370285,48,23.12,10,0
1712,54,71838,558,Business,Kellyfort,458100,36,11.02,36,0
1713,24,58931,740,Salaried,South Cynthia,99254,36,22.89,67,0
1714,21,133218,568,Student,Kevinland,458044,12,15.76,34,0
1715,22,149733,563,Freelancer,Sharpberg,157491,6,11.8,0,0
1716,27,98649,742,Student,Kellyhaven,288419,48,22.66,10,0
1717,21,102723,531,Salaried,Robbinsmouth,57555,36,18.41,37,1
1718,47,136264,444,Business,Brownview,34662,48,19.97,25,0
1719,34,61072,672,Salaried,Port James,406252,6,18.74,58,0
1720,23,149861,327,Freelancer,New Brian,281032,24,12.94,42,1
1721,51,147424,583,Business,East Ryan,185214,24,23.01,70,0
1722,46,96697,421,Student,Lake Emilyburgh,63539,36,23.63,83,1
1723,49,44626,473,Salaried,South Ronald,219293,12,20.97,80,1
1724,58,61597,491,Student,Ashleyview,446845,6,20.1,23,0
1725,56,99549,526,Salaried,Port Matthewville,304175,6,18.67,15,0
1726,45,116783,682,Business,North Stevenside,420088,6,10.29,54,0
1727,50,96241,317,Freelancer,Port Tylerside,464620,6,26.3,54,1
1728,39,24727,782,Business,Vaughnville,443527,6,11.47,85,0
1729,38,39495,809,Freelancer,North Zachary,35130,6,18.63,40,0
1730,47,44956,357,Student,North Stephanietown,261553,24,12.1,11,0
1731,52,74189,785,Salaried,Elizabethton,177820,24,27.6,48,0
1732,48,72089,507,Business,Emilyhaven,287603,6,10.27,55,1
1733,50,92398,864,Student,North Davidtown,193493,24,10.69,26,0
1734,46,118542,626,Business,Garciaberg,117127,36,13.22,31,0
1735,56,146006,847,Salaried,Lake Ray,217976,12,11.11,14,0
1736,28,105789,899,Freelancer,Lake Terri,382534,6,26.03,55,0
1737,33,17425,601,Freelancer,Port Daniel,415741,6,16.1,17,0
1738,49,47872,422,Freelancer,New Jamesport,62726,12,22.73,34,1
1739,37,65163,381,Student,Timothyburgh,219005,24,16.7,77,1
1740,45,137176,849,Freelancer,Port Jennifertown,176656,48,16.13,26,0
1741,52,22981,391,Salaried,Donaldview,277926,48,19.75,21,0
1742,26,50907,792,Salaried,Samanthaton,187737,6,27.61,70,0
1743,31,81319,708,Student,Hermanbury,364563,6,14.72,50,0
1744,58,105049,556,Student,Haasfurt,166730,12,20.48,31,0
1745,28,57007,711,Student,East Victoria,324011,12,18.91,31,0
1746,40,58885,323,Freelancer,Ayersfurt,178097,12,18.02,88,1
1747,40,29729,663,Freelancer,New Matthewchester,268760,36,15.6,67,0
1748,46,108936,618,Business,Lake Priscillastad,468090,6,16.19,50,0
1749,25,74067,565,Freelancer,West Crystalbury,362437,24,27.77,50,0
1750,29,148026,756,Freelancer,Joshuaside,103121,48,10.47,41,0
1751,44,127004,732,Salaried,Lake Carlosmouth,324659,12,11.13,79,0
1752,40,125258,675,Salaried,New Julia,77538,12,27.06,41,0
1753,26,115150,701,Business,Hawkinsport,53062,36,11.42,75,0
1754,34,31614,628,Salaried,West Rebecca,370395,24,22.82,73,0
1755,50,20357,889,Business,Jonesfort,496242,36,19.33,0,0
1756,44,125293,630,Freelancer,South Ericstad,393543,48,24.02,5,0
1757,36,140922,349,Student,Butlershire,341082,6,24.67,7,0
1758,59,63406,741,Student,Port Josephton,317567,24,21.74,83,0
1759,38,63712,372,Salaried,West Robert,85096,36,21.81,62,1
1760,40,95659,348,Business,Jenniferstad,254744,48,18.82,7,0
1761,59,52599,331,Business,Jamesview,276689,24,11.0,10,0
1762,48,49688,339,Student,Riveraville,58791,24,14.09,35,1
1763,57,38298,306,Freelancer,New Elizabethmouth,417141,6,24.34,21,0
1764,24,51456,809,Freelancer,South Richardborough,338225,12,24.95,86,0
1765,23,95362,318,Freelancer,Elizabethchester,309767,36,16.05,43,1
1766,35,141334,377,Business,New Jason,82431,48,27.58,7,0
1767,40,134864,684,Student,Sharonmouth,251496,36,17.49,71,0
1768,42,86226,390,Freelancer,North Brittany,116083,48,17.07,16,0
1769,21,61294,888,Freelancer,Martinezview,91569,48,20.05,53,0
1770,25,37113,597,Business,Deanmouth,262778,36,21.88,63,0
1771,42,82075,785,Freelancer,Robertsonmouth,278173,48,22.0,79,0
1772,49,141201,610,Business,Carrieberg,389206,24,25.05,17,0
1773,42,128957,832,Student,East Tammyside,253859,24,20.41,88,0
1774,38,145991,322,Freelancer,Robinsonland,13550,36,17.74,1,0
1775,36,24670,325,Salaried,Jeffersonchester,82949,48,22.48,2,0
1776,25,120375,648,Salaried,East Kevinmouth,22758,24,27.1,1,0
1777,50,104802,371,Student,Lindsaymouth,66384,48,26.2,1,0
1778,49,30520,317,Student,Joelland,202724,36,25.28,87,1
1779,55,68076,799,Business,Bauerside,341349,6,26.03,60,0
1780,48,62542,326,Student,Vickieberg,496285,12,10.05,25,0
1781,59,114875,341,Freelancer,Port Kristenbury,93294,48,22.11,70,1
1782,58,118472,648,Salaried,Brandonfurt,355216,12,16.26,18,0
1783,49,71454,781,Business,New Randystad,252110,36,24.08,15,0
1784,21,148923,552,Business,Port Brianfurt,231428,12,26.03,64,0
1785,30,41034,488,Business,Aaronborough,378507,12,27.59,67,1
1786,23,38696,302,Freelancer,Lake Chadside,14831,6,26.47,32,1
1787,46,74928,597,Business,West Dennis,61828,12,26.64,43,0
1788,34,24613,447,Salaried,South Vanessa,351439,24,21.11,22,0
1789,45,87983,792,Student,Adamport,359572,24,24.03,28,0
1790,27,56529,520,Freelancer,Kristinefurt,272660,12,17.94,14,0
1791,55,34519,316,Student,Williambury,80150,48,11.62,52,1
1792,39,149883,415,Business,Paulmouth,51138,24,25.12,77,1
1793,37,95669,736,Business,Whitefort,340272,36,13.04,79,0
1794,54,28113,575,Student,East James,393820,6,24.47,81,0
1795,27,70129,638,Freelancer,West Kimberlyshire,99654,24,16.84,13,0
1796,26,82311,575,Salaried,Priceburgh,48371,12,19.18,68,0
1797,46,117074,450,Freelancer,South Mariatown,204178,48,14.52,4,0
1798,41,41610,433,Freelancer,Abigailstad,495385,36,12.93,38,1
1799,32,21774,845,Business,Leblancbury,219609,24,10.51,80,0
1800,25,26483,526,Business,Ericburgh,419505,48,18.35,26,0
1801,28,90966,358,Salaried,Erikaton,159116,24,24.63,74,1
1802,40,37266,765,Salaried,Johnsonhaven,355878,36,10.15,86,0
1803,58,91678,435,Business,Leonardhaven,146946,36,25.93,47,1
1804,21,70547,405,Salaried,Mendozafurt,475611,24,10.86,13,0
1805,40,124681,501,Freelancer,Romeromouth,123743,36,24.34,14,0
1806,21,24529,364,Salaried,West Lauren,172771,24,11.51,19,0
1807,50,36656,534,Student,Geraldville,476003,24,25.81,47,1
1808,44,65799,545,Business,Madelinehaven,80088,6,26.27,83,1
1809,42,50973,721,Student,Port Todd,155821,12,16.19,78,0
1810,57,147602,824,Salaried,North Jason,484324,6,22.81,72,0
1811,59,45669,746,Freelancer,South Kristinaton,243431,48,19.6,48,0
1812,32,48819,608,Freelancer,New Nathan,319773,12,22.21,21,0
1813,29,92149,569,Freelancer,Ortegaville,393016,6,11.74,43,0
1814,53,104844,579,Student,Shannonland,29049,24,13.72,86,0
1815,36,113154,712,Business,Brownshire,476343,6,15.24,28,0
1816,36,75548,874,Business,Port Josephton,27395,6,22.8,68,0
1817,29,44422,642,Salaried,Rodriguezside,89381,36,12.72,79,0
1818,23,86460,469,Freelancer,Port Joshuaview,169938,12,17.56,46,1
1819,48,105273,396,Freelancer,West Kevinmouth,236198,48,10.56,71,1
1820,23,133336,690,Salaried,Parkerberg,385993,12,26.77,50,0
1821,27,98021,730,Salaried,New Jo,443501,12,22.01,32,0
1822,23,103095,735,Student,Warechester,52094,6,10.38,49,0
1823,50,144662,862,Student,New Shawnmouth,364661,24,27.15,72,0
1824,21,65253,394,Student,South Holly,289528,12,16.79,82,1
1825,34,52720,407,Student,Rojaschester,460416,36,20.81,68,1
1826,36,45183,437,Salaried,Kelseybury,328429,12,27.7,45,1
1827,33,78198,761,Student,South Scottfort,491356,6,25.51,46,0
1828,21,71030,806,Salaried,Jamesfort,293141,48,15.47,73,0
1829,32,144565,535,Salaried,West Ashley,244084,24,14.1,37,1
1830,31,130529,351,Business,Livingstonbury,183138,48,22.85,46,1
1831,34,55896,759,Business,Mariaburgh,416238,12,16.38,88,0
1832,57,147186,814,Business,Johnsonmouth,110701,48,15.84,58,0
1833,28,109173,633,Student,Markfort,46874,48,22.16,88,0
